Review,Sentiment,Tokens,word_count
the only consistent thread holding the series together were the amazing performances of leni parker and anita laselva as the two taelons in quiet idealogical conflict  ,0,"['consistent', 'thread', 'holding', 'series', 'together', 'amazing', 'performance', 'leni', 'parker', 'anita', 'laselva', 'two', 'taelons', 'quiet', 'idealogical', 'conflict']",16
now this is a movie i really dislike  ,0,"['movie', 'really', 'dislike']",3
its one of the most boring horror movies from the 90s mainly because it starts slow and centers in a boring atmosphere  ,0,"['one', 'boring', 'horror', 'movie', '90', 'mainly', 'start', 'slow', 'center', 'boring', 'atmosphere']",11
the puppets look really cheesy  not in a good way like in the puppet master 80s flicks  ,0,"['puppet', 'look', 'really', 'cheesy', 'good', 'way', 'like', 'puppet', 'master', '80', 'flick']",11
the story is lame not interesting and never really explains the sinister origins of the puppets  ,0,"['story', 'lame', 'interesting', 'never', 'really', 'explains', 'sinister', 'origin', 'puppet']",9
there arent death scenes like in previous movies and the fx are terrible  ,0,"['arent', 'death', 'scene', 'like', 'previous', 'movie', 'fx', 'terrible']",8
i felt asleep the first time i watched it so i can recommend it for insomniacs  ,0,"['felt', 'asleep', 'first', 'time', 'watched', 'recommend', 'insomniac']",7
the fact is this film is a wonderful heartwarming tale about two people chasing their dreams  ,1,"['fact', 'film', 'wonderful', 'heartwarming', 'tale', 'two', 'people', 'chasing', 'dream']",9
the best part about nurse betty is its unpredictability  ,1,"['best', 'part', 'nurse', 'betty', 'unpredictability']",5
director neil labute uses brutal violence to seperate dreams from reality and along with the touching drama and hilarious comedy you can never tell what is going to happen next  ,1,"['director', 'neil', 'labute', 'us', 'brutal', 'violence', 'seperate', 'dream', 'reality', 'along', 'touching', 'drama', 'hilarious', 'comedy', 'never', 'tell', 'going', 'happen', 'next']",19
otherwise dont even waste your time on this  ,0,"['otherwise', 'dont', 'even', 'waste', 'time']",5
this one just fails to create any real suspense  ,0,"['one', 'fails', 'create', 'real', 'suspense']",5
as for the killer dont expect anything original or even remotely frightening  ,0,"['killer', 'dont', 'expect', 'anything', 'original', 'even', 'remotely', 'frightening']",8
there is however some pretty good acting at least for this type of film  ,1,"['however', 'pretty', 'good', 'acting', 'least', 'type', 'film']",7
im so sorry but i really cant recommend it to anyone  ,0,"['im', 'sorry', 'really', 'cant', 'recommend', 'anyone']",6
one of the most boringpointless movies i have ever seen  ,0,"['one', 'boringpointless', 'movie', 'ever', 'seen']",5
the secondary plot line is incomprehensible and its relation to the primary plot line is mystifying  ,0,"['secondary', 'plot', 'line', 'incomprehensible', 'relation', 'primary', 'plot', 'line', 'mystifying']",9
hated it  ,0,['hated'],1
this is one of the worst sandra bullock movie since speed 2 but not quite that bad  ,0,"['one', 'worst', 'sandra', 'bullock', 'movie', 'since', 'speed', '2', 'quite', 'bad']",10
i dont understand how this garbage got on the shelves of the movie store its not even a real movie  ,0,"['dont', 'understand', 'garbage', 'got', 'shelf', 'movie', 'store', 'even', 'real', 'movie']",10
i highly doubt that anyone could ever like this trash  ,0,"['highly', 'doubt', 'anyone', 'could', 'ever', 'like', 'trash']",7
this is not moviemaking  ,0,['moviemaking'],1
the acting is like watching wooden puppets moving around and reading from a book thats how bad it is  ,0,"['acting', 'like', 'watching', 'wooden', 'puppet', 'moving', 'around', 'reading', 'book', 'thats', 'bad']",11
so i am here to warn youdo not rent this movie it is the dumbest thing you have never seen  ,0,"['warn', 'youdo', 'rent', 'movie', 'dumbest', 'thing', 'never', 'seen']",8
i saw this short film on hbo the other day and absolutely loved it  ,1,"['saw', 'short', 'film', 'hbo', 'day', 'absolutely', 'loved']",7
i didnt realize how wonderful the short really is until the last two scenes  ,1,"['didnt', 'realize', 'wonderful', 'short', 'really', 'last', 'two', 'scene']",8
excellent short film  ,1,"['excellent', 'short', 'film']",3
hopefully the director james cox can turn the short into a feature length film with the same cast or win us over with a whole new film  ,1,"['hopefully', 'director', 'james', 'cox', 'turn', 'short', 'feature', 'length', 'film', 'cast', 'win', 'u', 'whole', 'new', 'film']",15
i agree with jessica this movie is pretty bad  ,0,"['agree', 'jessica', 'movie', 'pretty', 'bad']",5
characters are onedimensional even the good guys and especially the bad guys  ,0,"['character', 'onedimensional', 'even', 'good', 'guy', 'especially', 'bad', 'guy']",8
the story line is totally predictable  ,0,"['story', 'line', 'totally', 'predictable']",4
not much dialogue not much music the whole film was shot as elaborately and aesthetically like a sculpture  ,1,"['much', 'dialogue', 'much', 'music', 'whole', 'film', 'shot', 'elaborately', 'aesthetically', 'like', 'sculpture']",11
ive seen soap operas more intelligent than this movie  ,0,"['ive', 'seen', 'soap', 'opera', 'intelligent', 'movie']",6
bad characters bad story and bad acting  ,0,"['bad', 'character', 'bad', 'story', 'bad', 'acting']",6
really awful  ,0,"['really', 'awful']",2
not easy to watch  ,0,"['easy', 'watch']",2
funny clever hip  just like prays previous film hype  ,1,"['funny', 'clever', 'hip', 'like', 'prays', 'previous', 'film', 'hype']",8
it was a long time that i didnt see a so charismatic actor on screen  ,1,"['long', 'time', 'didnt', 'see', 'charismatic', 'actor', 'screen']",7
paolo sorrentino has written a wonderful story about loneliness and tony has built one of the most unforgettable characters seen in movies in recent years  ,1,"['paolo', 'sorrentino', 'written', 'wonderful', 'story', 'loneliness', 'tony', 'built', 'one', 'unforgettable', 'character', 'seen', 'movie', 'recent', 'year']",15
the movie is not completely perfect but titta di girolamo will stay with you for a long time after the vision of the movie  ,1,"['movie', 'completely', 'perfect', 'titta', 'di', 'girolamo', 'stay', 'long', 'time', 'vision', 'movie']",11
i rate this movie 910  ,1,"['rate', 'movie', '910']",3
i do not know if this was emilio estevezs directorial debut but the pacing the interplay and development of the characters as well as some clever camera work surrounding the character estevez plays all suggest a natural eye  ,1,"['know', 'emilio', 'estevezs', 'directorial', 'debut', 'pacing', 'interplay', 'development', 'character', 'well', 'clever', 'camera', 'work', 'surrounding', 'character', 'estevez', 'play', 'suggest', 'natural', 'eye']",20
the interplay between martin and emilio contains the same wonderful chemistry we saw in wall street with martin and charlie  ,1,"['interplay', 'martin', 'emilio', 'contains', 'wonderful', 'chemistry', 'saw', 'wall', 'street', 'martin', 'charlie']",11
kathy bates is wonderful in her characters subtle desperation and escapism a variation on her character in at play in the fields of the lord  ,1,"['kathy', 'bates', 'wonderful', 'character', 'subtle', 'desperation', 'escapism', 'variation', 'character', 'play', 'field', 'lord']",12
for readers who have already seen one of miyazakis films he is still in top form and made another worthwhile experience  ,1,"['reader', 'already', 'seen', 'one', 'miyazakis', 'film', 'still', 'top', 'form', 'made', 'another', 'worthwhile', 'experience']",13
it never condescends all the characters have good genuine hearts and believable problems  ,1,"['never', 'condescends', 'character', 'good', 'genuine', 'heart', 'believable', 'problem']",8
the two main characters may be two of the most believable children i ever saw put on screen  ,1,"['two', 'main', 'character', 'may', 'two', 'believable', 'child', 'ever', 'saw', 'put', 'screen']",11
they are so easy to love but even more easy to identify with  ,1,"['easy', 'love', 'even', 'easy', 'identify']",5
this movie is greatespecially if you enjoy visual arts  ,1,"['movie', 'greatespecially', 'enjoy', 'visual', 'art']",5
the scenery that the two daughters paint and photograph are beautiful  ,1,"['scenery', 'two', 'daughter', 'paint', 'photograph', 'beautiful']",6
the story is also both funny and poignant at times  ,1,"['story', 'also', 'funny', 'poignant', 'time']",5
people who like european films and art movies will like this movie  ,1,"['people', 'like', 'european', 'film', 'art', 'movie', 'like', 'movie']",8
this is truly an art movieit actually has a lot of art in it  ,1,"['truly', 'art', 'movieit', 'actually', 'lot', 'art']",6
go rent it  ,1,"['go', 'rent']",2
however after finally watching this film i realized that not only had i had a closed mind to the brilliance it depicts i also found myself watching it over and over again  ,1,"['however', 'finally', 'watching', 'film', 'realized', 'closed', 'mind', 'brilliance', 'depicts', 'also', 'found', 'watching']",12
its the one movie that never ceases to interest me simply because it keeps me alert as i try to attempt to decipher its meanings  ,1,"['one', 'movie', 'never', 'cease', 'interest', 'simply', 'keep', 'alert', 'try', 'attempt', 'decipher', 'meaning']",12
brilliance indeed  ,1,"['brilliance', 'indeed']",2
but if you liked movies like the matrix and better yet their sequels i think youll appreciate the thought provoking mindblowing experience this film will give you  ,1,"['liked', 'movie', 'like', 'matrix', 'better', 'yet', 'sequel', 'think', 'youll', 'appreciate', 'thought', 'provoking', 'mindblowing', 'experience', 'film', 'give']",16
think of the film being like a dream  ,1,"['think', 'film', 'like', 'dream']",4
simply beautiful  ,1,"['simply', 'beautiful']",2
both rickman and stowe play their roles to the hilt in this tale of a childrens book writer who maybe has written a subversive tract  ,1,"['rickman', 'stowe', 'play', 'role', 'hilt', 'tale', 'childrens', 'book', 'writer', 'maybe', 'written', 'subversive', 'tract']",13
its a gloriously fun fast paced and fairly accurate portrayal of the night of a raver  ,1,"['gloriously', 'fun', 'fast', 'paced', 'fairly', 'accurate', 'portrayal', 'night', 'raver']",9
it presents a idyllic yet serious portrayal of the ups and downs of the characters lives  ,1,"['present', 'idyllic', 'yet', 'serious', 'portrayal', 'ups', 'down', 'character', 'life']",9
just whatever you do avoid groove as its the antithesis of all that is good about human traffic  ,0,"['whatever', 'avoid', 'groove', 'antithesis', 'good', 'human', 'traffic']",7
its too bad that everyone else involved didnt share crowes level of dedication to quality for if they did wed have a far better film on our hands than this subpar mess  ,0,"['bad', 'everyone', 'else', 'involved', 'didnt', 'share', 'crowes', 'level', 'dedication', 'quality', 'wed', 'far', 'better', 'film', 'hand', 'subpar', 'mess']",17
the movie seemed a little slow at first  ,0,"['movie', 'seemed', 'little', 'slow', 'first']",5
but it picked up speed and got right to the point  ,1,"['picked', 'speed', 'got', 'right', 'point']",5
it showed exactly how the government and the scientist argued for humanity and the reasons of the gadget  ,1,"['showed', 'exactly', 'government', 'scientist', 'argued', 'humanity', 'reason', 'gadget']",8
i enjoyed it  ,1,['enjoyed'],1
i have recommended it to friends  ,1,"['recommended', 'friend']",2
i was particularly pleased with the acting ability of dwight schultz  ,1,"['particularly', 'pleased', 'acting', 'ability', 'dwight', 'schultz']",6
both actors truly understand and become their particular character delivering a convincing sincere performance  ,1,"['actor', 'truly', 'understand', 'become', 'particular', 'character', 'delivering', 'convincing', 'sincere', 'performance']",10
their onscreen chemistry critical to the entire film is genuine  ,1,"['onscreen', 'chemistry', 'critical', 'entire', 'film', 'genuine']",6
the films dialogue is natural real to life  ,1,"['film', 'dialogue', 'natural', 'real', 'life']",5
the writer gorman bechard undoubtedly did his homework because all references are industry and characterage appropriate  ,1,"['writer', 'gorman', 'bechard', 'undoubtedly', 'homework', 'reference', 'industry', 'characterage', 'appropriate']",9
the incredible soundtrack truly captures the essence of the film  ,1,"['incredible', 'soundtrack', 'truly', 'capture', 'essence', 'film']",6
